日期(0), 名稱(1), 開盤價(2), 高點(3), 低點(4), 收盤價(5), 成交量(6)
2001/09/21,B,35.8,36.1,35.8,35.8,5926
2001/09/21,C,19.1,19.3,19.1,19.1,12630
2001/09/24,A,17.2,17.8,16.6,17.3,11271
2001/09/24,B,33.9,35.8,33.3,34.4,15006
2001/09/24,C,18.4,19.4,18.4,19.3,24589
2001/09/25,A,17.6,17.9,16.5,16.9,13470
2001/09/25,B,35,35.2,32,33.5,19843
2001/09/25,C,19.8,20.1,19,19.2,44925
2001/09/26,A,16.5,16.6,15.9,16.3,38442
2001/09/26,B,33,34.5,31.5,34.1,20092
2001/09/26,C,15.8,16.8,15.8,16.8,49220
2001/09/27,A,16.3,16.8,15.9,16.5,19381
2001/09/27,B,33,33.7,32.6,33.6,8356
2001/09/27,C,16.7,16.7,16.4,16.4,13162
2001/09/28,A,16.8,17.6,16.6,17.6,25056
2001/09/28,B,34.1,35.6,33.7,35.6,19653
2001/09/28,C,16.8,17.2,16.7,17,41558
2001/10/02,A,17.4,17.5,17,17.1,27817
2001/10/02,B,35.7,35.8,33.9,35.1,8485
2001/10/02,C,17,17.2,16.5,16.5,21622
2001/10/03,A,17.3,18.2,17.2,18.2,31160
2001/10/03,B,35.1,35.5,34.7,35.3,12972
2001/10/03,C,16.6,17,16.5,16.6,23615
2001/10/04,A,19.4,19.4,19.4,19.4,14339
2001/10/04,B,37.7,37.7,35.8,36.6,27649
2001/10/04,C,17.7,17.7,17,17.1,36801
2001/10/05,A,19.4,19.6,18.8,19.4,21236
2001/10/05,B,36,37.5,35.7,37.5,15230
2001/10/05,C,17.1,17.3,16.8,17.3,21360
2001/10/08,A,19,19.1,18.6,18.9,11054
2001/10/08,B,37,38.3,36.5,38,19738
2001/10/08,C,16.5,17.1,16.5,17,19549
2001/10/09,A,18.8,19,18.4,18.8,11837
2001/10/09,B,38,38.2,37.5,38,14168
2001/10/09,C,17.1,17.4,16.9,17.2,19687
2001/10/11,A,19.1,19.8,18.5,18.8,26789
2001/10/11,B,38.4,40.1,38.2,39.3,25409
2001/10/11,C,17.6,18.2,17.6,18,35606
2001/10/12,A,17.5,17.8,17.5,17.5,65266
2001/10/12,B,39.3,39.3,36.6,38.6,22397
2001/10/12,C,18.2,18.3,17.3,17.4,29373
2001/10/15,A,16.3,17,16.3,16.9,67788
2001/10/15,B,36.8,37.4,36.7,36.8,9118
2001/10/15,C,17.2,17.3,17,17.2,11443
2001/10/16,A,16.6,17.2,16.6,17.2,36177
2001/10/16,B,36.5,37,36.5,36.9,8897
2001/10/16,C,17.3,17.5,17.2,17.4,10488
2001/10/17,A,17.2,17.2,16.7,17,28810
2001/10/17,B,36.8,37.5,36.3,36.6,11827
2001/10/17,C,17.4,17.6,17.2,17.4,15220
2001/10/18,A,17,17.3,16.8,16.9,17124
2001/10/18,B,36.6,37.4,36.3,36.3,16517
2001/10/18,C,17.4,17.6,17.3,17.3,15754
2001/10/19,A,16.9,17.6,16.6,17.5,26912
2001/10/19,B,36.5,38,36.1,37.8,18850
2001/10/19,C,17.2,17.6,17.2,17.4,13548
2001/10/22,A,17.8,18.1,17.6,18.1,20968
2001/10/22,B,37.8,38.9,37.6,38.8,14372
2001/10/22,C,17.5,18.5,17.5,18.5,40808
2001/10/23,A,18.3,18.4,17.4,17.7,19351
2001/10/23,B,39.1,39.8,38.5,39.3,19188
2001/10/23,C,18.9,18.9,18.2,18.5,44734
2001/10/24,A,17.5,17.7,17.2,17.7,14576
2001/10/24,B,39.3,40,38.8,40,19752
2001/10/24,C,18.5,19,18.2,19,31380
2001/10/25,A,17.7,18,17.5,17.8,14373
2001/10/25,B,39.8,40.3,39.6,39.8,12969
2001/10/25,C,18.9,19.3,18.6,18.6,26275
2001/10/26,A,17.9,18.3,17.8,18,20381
2001/10/26,B,40,41.5,39.4,41.4,34175
2001/10/26,C,18.6,19.2,18.5,18.6,41403
2001/10/29,A,18,18.2,17.8,17.8,11389
2001/10/29,B,41.4,42.3,41.1,42.1,25110
2001/10/29,C,18.8,19,18.6,18.6,20717
2001/10/30,A,17.5,17.6,17,17.5,15195
2001/10/30,B,40.2,40.6,39.2,40.3,28224
2001/10/30,C,18.3,18.4,17.9,18,23967
2001/10/31,A,17.2,17.5,17,17.5,9077
2001/10/31,B,39.6,40,38.6,39.8,16844
2001/10/31,C,18,18.4,18,18.1,16025
2001/11/01,A,17.5,17.5,17,17.5,10911
2001/11/01,B,39.5,39.8,38.8,39.4,13490
2001/11/01,C,18.3,18.5,18.2,18.4,18194
2001/11/02,A,17.5,17.6,17.1,17.2,16206
2001/11/02,B,39.4,39.8,38.8,39.3,13873
2001/11/02,C,18.6,18.9,18.5,18.6,27172
2001/11/05,A,17,17.1,16.5,16.8,26370
2001/11/05,B,38.9,40,37,40,38780
2001/11/05,C,18.7,18.7,18,18.5,24840
2001/11/06,A,17,17.3,16.8,16.9,26643
2001/11/06,B,40,40.3,39.3,40,17766
2001/11/06,C,18.5,19,18.3,18.4,32667
2001/11/07,A,17,17.2,16.9,17,17479
2001/11/07,B,40.3,40.4,39.6,40.1,11732
2001/11/07,C,18.5,18.8,18.4,18.4,22761
2001/11/08,A,17.1,17.2,16.6,16.6,13425
2001/11/08,B,40.1,40.1,39.1,39.4,8461
2001/11/08,C,18.6,18.7,18.3,18.3,20974
2001/11/09,A,16.6,16.8,16.5,16.5,11355
2001/11/09,B,38.8,39,38.5,39,6966
2001/11/09,C,18.2,18.3,18,18,21671
2001/11/12,A,16.5,16.8,16.3,16.6,12476
2001/11/12,B,38.7,38.7,38,38,7141
2001/11/12,C,18,18.1,17.5,17.7,22608
2001/11/13,A,16.6,16.9,16.5,16.6,14546
2001/11/13,B,37.5,38.4,37.5,37.7,7542
2001/11/13,C,17.5,18,17.5,17.6,23686
2001/11/14,A,16.9,17.3,16.8,17.1,25578
2001/11/14,B,38.4,38.9,38,38.5,8670
2001/11/14,C,18,18.4,17.8,18.2,44656
2001/11/15,A,17.3,17.8,17.2,17.7,39676
2001/11/15,B,38.5,39.5,38.3,38.7,11572
2001/11/15,C,18.3,18.7,18.2,18.5,34494
2001/11/16,A,18.2,18.5,17.9,18.2,47619
2001/11/16,B,39,39.8,38.8,38.8,15857
2001/11/16,C,18.8,19.1,18.5,18.6,57604
2001/11/19,A,18.5,18.5,17.4,17.5,30736
2001/11/19,B,39.4,39.5,38.8,39,10934
2001/11/19,C,18.9,19.3,18.8,19,56833
2001/11/20,A,17.9,18.4,17.7,17.8,39637
2001/11/20,B,39.4,41.7,39.4,41.7,55823
2001/11/20,C,19.4,20.3,19.4,19.7,132945
2001/11/21,A,18,18.2,17.8,17.9,16668
2001/11/21,B,42.1,42.5,40.8,41.5,29948
2001/11/21,C,19.8,19.9,19.3,19.3,45220
2001/11/22,A,18.5,18.7,17.9,17.9,32933
2001/11/22,B,43,44.4,42.7,42.9,52506
2001/11/22,C,19.9,20.2,19.2,19.2,73245
2001/11/23,A,18.1,18.2,17.9,18,14258
2001/11/23,B,43.4,44.3,42.7,44,32809
2001/11/23,C,19.3,19.6,19.2,19.4,31727
2001/11/26,A,18.2,18.4,18,18.1,17239
2001/11/26,B,44.6,46.4,44.6,45.4,31165
2001/11/26,C,19.9,20.5,19.8,20.2,99761
2001/11/27,A,18.4,18.4,17.6,17.6,23318
2001/11/27,B,46.6,46.6,44,44.2,28022
2001/11/27,C,20.5,20.7,19.5,19.8,88754
2001/11/28,A,17.5,17.8,17.1,17.3,16101
2001/11/28,B,44.2,44.7,41.5,41.5,18498
2001/11/28,C,19.8,20.1,18.8,18.8,52253
2001/11/29,A,17.3,17.9,17.1,17.9,20336
2001/11/29,B,41.7,43.1,41.7,43.1,23500
2001/11/29,C,18.8,19.3,18.5,19.3,60994
2001/11/30,A,17.5,17.8,17.2,17.5,21123
2001/11/30,B,43.4,43.4,41.9,42,16957
2001/11/30,C,19.3,19.3,18.4,18.4,33130
2001/12/03,A,17.7,17.9,17.5,17.6,13680
2001/12/03,B,42.8,44.9,42.7,44.9,25413
2001/12/03,C,18.9,19.2,18.7,19.1,36540
2001/12/04,A,17.9,18.3,17.7,18.3,27943
2001/12/04,B,48,48,47.1,48,34889
2001/12/04,C,19.1,20.3,18.8,20.3,98759
2001/12/05,A,18.5,19.2,18.3,18.6,51815
2001/12/05,B,50.5,51,49.6,51,45763
2001/12/05,C,20.4,21.1,19.9,20.2,181882
2001/12/06,A,19,19.9,18.8,19.9,66706
2001/12/06,B,53,54.5,53,54.5,26129
2001/12/06,C,20.9,21.6,20.7,21.6,207583
2001/12/07,A,21,21.2,20.5,21.2,69475
2001/12/07,B,55,58,54.5,58,32074
2001/12/07,C,22.1,23.1,22,22.9,179690
2001/12/10,A,21.4,22.2,21.1,21.3,54462
2001/12/10,B,59,60.5,55,60,31869
2001/12/10,C,23.3,24,22.5,22.9,135684
2001/12/11,A,21.1,21.1,19.9,19.9,33988
2001/12/11,B,58,58,56,58,30453
2001/12/11,C,22.1,22.8,21.3,21.5,83702
2001/12/12,A,19.9,21,19.8,20.6,44372
2001/12/12,B,58,60,57,60,27795
2001/12/12,C,22.1,22.9,21.7,22.9,84905
2001/12/13,A,20.9,21.4,20.1,20.9,72471
2001/12/13,B,60,60.5,56,60,26587
2001/12/13,C,22.7,22.8,21.3,22.3,107083
2001/12/14,A,20.9,22.3,20.9,22.3,91076
2001/12/14,B,57,59,56.5,59,16517
2001/12/14,C,21.6,22.7,21.6,22.7,78207
2001/12/17,A,22.9,23.8,22.9,23.8,87220
2001/12/17,B,59,60,57.5,60,24000
2001/12/17,C,23,24.1,23,24,142931
2001/12/18,A,24.2,24.2,22.5,22.8,61141
2001/12/18,B,60,60,57,59.5,35681
2001/12/19,A,23.3,23.3,21.3,21.3,41383
2001/12/20,A,20.8,21.3,20,20.9,34637
2001/12/21,A,20.6,21.2,20,20,30550
2001/12/24,A,20.5,20.8,20.1,20.1,36107
2001/12/25,A,20.3,21,20.3,20.9,22538
2001/12/26,A,21,21.3,20.4,20.4,25288
2001/12/27,A,20.8,21.3,20.6,21.2,38140
2001/12/28,A,21.2,21.2,20.5,20.5,25400
2001/12/28,C,23.8,23.8,22.4,22.7,95589
2001/12/31,A,20.8,21.4,20.8,21,24391
2001/12/31,B,55.5,59.5,55.5,57,13803
2001/12/31,C,22.7,23.8,22.7,23.5,67696
